mtCode,l1Label,l2Label,l3Label,l4Label,l5Label,l6Label,l7Label
7.15,Central Asia,Tajikistan,,,,,
7.15,Central Asia,Turkmenistan,,,,,
7.15,Central Asia,Uzbekistan,,,,,
7.15,East Asia,China,,,,,
7.15,East Asia,Hong Kong,,,,,
7.15,East Asia,Hong Kong China,,,,,
7.15,East Asia,Japan,,,,,
7.15,East Asia,Korea,,,,,
7.15,East Asia,Korea DPR,,,,,
7.15,East Asia,Korea R,,,,,
7.15,East Asia,Macao,,,,,
7.15,East Asia,"Macao, China",,,,,
7.15,East Asia,Mongolia,,,,,
7.15,East Asia,Taiwan China,,,,,
7.15,Middle East,Afghanistan,,,,,
7.15,Middle East,Cyprus,,,,,
7.15,Middle East,Gulf States,,,,,
7.15,Middle East,Gulf States,Bahrain,,,,
7.15,Middle East,Gulf States,Kuwait,,,,
7.15,Middle East,Gulf States,Oman,,,,
7.15,Middle East,Gulf States,Qatar,,,,
7.15,Middle East,Gulf States,Saudi Arabia,,,,
7.15,Middle East,Gulf States,United Arab Emirates,,,,
7.15,Middle East,Iran,,,,,
7.15,Middle East,"Iran, Islamic Republic",,,,,
7.15,Middle East,Iraq,,,,,
7.15,Middle East,Israel,,,,,
7.15,Middle East,Jordan,,,,,
7.15,Middle East,Lebanon,,,,,
7.15,Middle East,Palestine,,,,,
7.15,Middle East,Syrian Arab Republic,,,,,
7.15,Middle East,Türkiye,,,,,
7.15,Middle East,Yemen,,,,,
7.15,Oceania,American Samoa,,,,,
7.15,Oceania,Australia,,,,,
7.15,Oceania,Cook Islands,,,,,
7.15,Oceania,Fiji,,,,,
7.15,Oceania,French Polynesia,,,,,
7.15,Oceania,Guam,,,,,
7.15,Oceania,Hawaii,,,,,
7.15,Oceania,Kiribati,,,,,
7.15,Oceania,Marshall Islands,,,,,
7.15,Oceania,Micronesia,,,,,
7.15,Oceania,Nauru,,,,,
7.15,Oceania,New Caledonia,,,,,
7.15,Oceania,New Zealand,,,,,
7.15,Oceania,Niue,,,,,
7.15,Oceania,Palau,,,,,
7.15,Oceania,Papua New Guinea,,,,,
7.15,Oceania,Pitcairn,,,,,
7.15,Oceania,Samoa,,,,,
7.15,Oceania,Solomon Islands,,,,,
7.15,Oceania,Tokelau,,,,,
7.15,Oceania,Tonga,,,,,
7.15,Oceania,Tuvalu,,,,,
7.15,Oceania,Vanuatu,,,,,
7.15,Oceania,Wallis and Futuna,,,,,
7.15,Oceania,Western Samoa,,,,,
7.15,South Asia,Bangladesh,,,,,
7.15,South Asia,Bhutan,,,,,
7.15,South Asia,India,,,,,
7.15,South Asia,Maldives,,,,,
7.15,South Asia,Nepal,,,,,
7.15,South Asia,Pakistan,,,,,
7.15,South Asia,Sikkim,,,,,
7.15,South Asia,Sri Lanka,,,,,
7.15,South East Asia,Brunei Darussalam,,,,,
7.15,South East Asia,Cambodia,,,,,
7.15,South East Asia,Indonesia,,,,,
7.15,South East Asia,Lao People's Democratic Republic,,,,,
7.15,South East Asia,Malaysia,,,,,
7.15,South East Asia,Myanmar,,,,,
7.15,South East Asia,Philippines,,,,,
7.15,South East Asia,Singapore,,,,,
7.15,South East Asia,Thailand,,,,,
7.15,South East Asia,Timor-Leste,,,,,
7.15,South East Asia,Viet Nam,,,,,
7.20,Caucasian States,Armenia,,,,,
7.20,Caucasian States,Azerbaijan,,,,,
7.20,Caucasian States,Georgia,,,,,
7.20,Central and Eastern Europe,Albania,,,,,
7.20,Central and Eastern Europe,Belarus,,,,,
7.20,Central and Eastern Europe,Bosnia and Herzegovina,,,,,
7.20,Central and Eastern Europe,Bulgaria,,,,,
7.20,Central and Eastern Europe,Croatia,,,,,
7.20,Central and Eastern Europe,Czech Republic,,,,,
7.20,Central and Eastern Europe,Czechoslovakia,,,,,
7.20,Central and Eastern Europe,Estonia,,,,,
7.20,Central and Eastern Europe,German DR,,,,,
7.20,Central and Eastern Europe,Hungary,,,,,
7.20,Central and Eastern Europe,Latvia,,,,,
7.20,Central and Eastern Europe,Lithuania,,,,,
7.20,Central and Eastern Europe,Moldova R,,,,,
7.20,Central and Eastern Europe,Montenegro,,,,,
7.20,Central and Eastern Europe,North Macedonia,,,,,
7.20,Central and Eastern Europe,Poland,,,,,
7.20,Central and Eastern Europe,Romania,,,,,
7.20,Central and Eastern Europe,Russia,,,,,
7.20,Central and Eastern Europe,Russian Federation,,,,,
7.20,Central and Eastern Europe,Serbia,,,,,
7.20,Central and Eastern Europe,Serbia and Montenegro,,,,,
7.20,Central and Eastern Europe,Slovakia,,,,,
7.20,Central and Eastern Europe,Slovenia,,,,,
7.20,Central and Eastern Europe,USSR,,,,,
7.20,Central and Eastern Europe,USSR,Armenian SSR,,,,
7.20,Central and Eastern Europe,USSR,Azerbaijan SSR,,,,
7.20,Central and Eastern Europe,USSR,Byelorussian SSR,,,,
7.20,Central and Eastern Europe,USSR,Estonian SSR,,,,
7.20,Central and Eastern Europe,USSR,Georgian SSR,,,,
7.20,Central and Eastern Europe,USSR,Kazakh SSR,,,,
7.20,Central and Eastern Europe,USSR,Kirghiz SSR,,,,
7.20,Central and Eastern Europe,USSR,Latvian SSR,,,,
7.20,Central and Eastern Europe,USSR,Lithuanian SSR,,,,
7.20,Central and Eastern Europe,USSR,Moldavian SSR,,,,
7.20,Central and Eastern Europe,USSR,Russian SFSR,,,,
7.20,Central and Eastern Europe,USSR,Tajik SSR,,,,
7.20,Central and Eastern Europe,USSR,Turkmen SSR,,,,
7.20,Central and Eastern Europe,USSR,Ukrainian SSR,,,,
7.20,Central and Eastern Europe,USSR,Uzbek SSR,,,,
7.20,Central and Eastern Europe,Ukraine,,,,,
7.20,Central and Eastern Europe,Yugoslavia,,,,,
7.20,Europe,,,,,,
7.20,Western Europe,Andorra,,,,,
7.20,Western Europe,Austria,,,,,
7.20,Western Europe,Belgium,,,,,
7.20,Western Europe,Cyprus,,,,,
7.20,Western Europe,France,,,,,
7.20,Western Europe,Germany,,,,,
7.20,Western Europe,Germany FR,,,,,
7.20,Western Europe,Gibraltar,,,,,
7.20,Western Europe,Greece,,,,,
7.20,Western Europe,Holy See,,,,,
7.20,Western Europe,Ireland,,,,,
7.20,Western Europe,Italy,,,,,
7.20,Western Europe,Liechtenstein,,,,,
7.20,Western Europe,Luxembourg,,,,,
7.20,Western Europe,Malta,,,,,
7.20,Western Europe,Monaco,,,,,
7.20,Western Europe,Netherlands,,,,,
7.20,Western Europe,Northern Europe,,,,,
7.20,Western Europe,Northern Europe,Denmark,,,,
7.20,Western Europe,Northern Europe,Faroes,,,,
7.20,Western Europe,Northern Europe,Finland,,,,
7.20,Western Europe,Northern Europe,Greenland,,,,
7.20,Western Europe,Northern Europe,Iceland,,,,
7.20,Western Europe,Northern Europe,Norway,,,,
7.20,Western Europe,Northern Europe,Sweden,,,,
7.20,Western Europe,Northern Europe,Åland Islands,,,,
7.20,Western Europe,Portugal,,,,,
7.20,Western Europe,San Marino,,,,,
7.20,Western Europe,Spain,,,,,
7.20,Western Europe,Switzerland,,,,,
7.20,Western Europe,UK,,,,,
7.25,ASEAN countries,Brunei Darussalam,,,,,
7.25,ASEAN countries,Cambodia,,,,,
7.25,ASEAN countries,Indonesia,,,,,
7.25,ASEAN countries,Lao People's Democratic Republic,,,,,
7.25,ASEAN countries,Malaysia,,,,,
7.25,ASEAN countries,Myanmar,,,,,
7.25,ASEAN countries,Philippines,,,,,
7.25,ASEAN countries,Singapore,,,,,
7.25,ASEAN countries,Thailand,,,,,
7.25,ASEAN countries,Viet Nam,,,,,
7.25,CIS countries,Armenia,,,,,
7.25,CIS countries,Azerbaijan,,,,,
7.25,CIS countries,Belarus,,,,,
7.25,CIS countries,Georgia,,,,,
7.25,CIS countries,Kazakhstan,,,,,
7.25,CIS countries,Kyrgyzstan,,,,,
7.25,CIS countries,Moldova R,,,,,
7.25,CIS countries,Russian Federation,,,,,
7.25,CIS countries,Tajikistan,,,,,
7.25,CIS countries,Turkmenistan,,,,,
7.25,CIS countries,Ukraine,,,,,
7.25,CIS countries,Uzbekistan,,,,,
7.25,EEC countries,Belgium,,,,,
7.25,EEC countries,Denmark,,,,,
7.25,EEC countries,France,,,,,
7.25,EEC countries,Germany,,,,,
7.25,EEC countries,Germany FR,,,,,
7.25,EEC countries,Greece,,,,,
7.25,EEC countries,Ireland,,,,,
7.25,EEC countries,Italy,,,,,
7.25,EEC countries,Luxembourg,,,,,
7.25,EEC countries,Netherlands,,,,,
7.25,EEC countries,Portugal,,,,,
7.25,EEC countries,Spain,,,,,
7.25,EEC countries,UK,,,,,
7.25,European Union,Austria,,,,,
7.25,European Union,Belgium,,,,,
7.25,European Union,Cyprus,,,,,
7.25,European Union,Czech Republic,,,,,
7.25,European Union,Denmark,,,,,
7.25,European Union,Estonia,,,,,
7.25,European Union,Finland,,,,,
7.25,European Union,France,,,,,
7.25,European Union,Germany,,,,,
7.25,European Union,Greece,,,,,
7.25,European Union,Hungary,,,,,
7.25,European Union,Ireland,,,,,
7.25,European Union,Italy,,,,,
7.25,European Union,Latvia,,,,,
7.25,European Union,Lithuania,,,,,
7.25,European Union,Luxembourg,,,,,
7.25,European Union,Malta,,,,,
7.25,European Union,Netherlands,,,,,
7.25,European Union,Poland,,,,,
7.25,European Union,Portugal,,,,,
7.25,European Union,Slovakia,,,,,
7.25,European Union,Slovenia,,,,,
7.25,European Union,Spain,,,,,
7.25,European Union,Sweden,,,,,
7.25,European Union,UK,,,,,
7.25,Non-self governing territories,American Samoa,,,,,
7.25,Non-self governing territories,Anguilla,,,,,
7.25,Non-self governing territories,Bermuda,,,,,
7.25,Non-self governing territories,British Virgin Islands,,,,,
7.25,Non-self governing territories,Cayman Islands,,,,,
7.25,Non-self governing territories,Falkland Islands,,,,,
7.25,Non-self governing territories,French Polynesia,,,,,
7.25,Non-self governing territories,Gibraltar,,,,,
7.25,Non-self governing territories,Guam,,,,,
7.25,Non-self governing territories,Macao,,,,,
7.25,Non-self governing territories,"Macao, China",,,,,
7.25,Non-self governing territories,Montserrat,,,,,
7.25,Non-self governing territories,Netherlands Antilles,,,,,
7.25,Non-self governing territories,New Caledonia,,,,,
7.25,Non-self governing territories,Pitcairn,,,,,
7.25,Non-self governing territories,Puerto Rico,,,,,
7.25,Non-self governing territories,Saint Helena,,,,,
7.25,Non-self governing territories,Tokelau,,,,,
7.25,Non-self governing territories,Turks and Caicos Islands,,,,,
7.25,Non-self governing territories,United States Virgin Islands,,,,,
7.25,Non-self governing territories,Wallis and Futuna,,,,,
7.25,Non-self governing territories,Western Sahara,,,,,
7.30,CMEA countries,Bulgaria,,,,,
7.30,CMEA countries,Cuba,,,,,
7.30,CMEA countries,Czechoslovakia,,,,,
7.30,CMEA countries,German DR,,,,,
7.30,CMEA countries,Hungary,,,,,
7.30,CMEA countries,Mongolia,,,,,
7.30,CMEA countries,Poland,,,,,
7.30,CMEA countries,Romania,,,,,
7.30,CMEA countries,USSR,,,,,
7.30,CMEA countries,USSR,Armenian SSR,,,,
7.30,CMEA countries,USSR,Azerbaijan SSR,,,,
7.30,CMEA countries,USSR,Byelorussian SSR,,,,
7.30,CMEA countries,USSR,Estonian SSR,,,,
7.30,CMEA countries,USSR,Georgian SSR,,,,
7.30,CMEA countries,USSR,Kazakh SSR,,,,
7.30,CMEA countries,USSR,Kirghiz SSR,,,,
7.30,CMEA countries,USSR,Latvian SSR,,,,
7.30,CMEA countries,USSR,Lithuanian SSR,,,,
7.30,CMEA countries,USSR,Moldavian SSR,,,,
7.30,CMEA countries,USSR,Russian SFSR,,,,
7.30,CMEA countries,USSR,Tajik SSR,,,,
7.30,CMEA countries,USSR,Turkmen SSR,,,,
7.30,CMEA countries,USSR,Ukrainian SSR,,,,
7.30,CMEA countries,USSR,Uzbek SSR,,,,
7.30,CMEA countries,Viet Nam,,,,,
7.30,Developed countries,,,,,,
7.30,Developing countries,Least developed countries,,,,,
7.30,E-9 countries,Bangladesh,,,,,
7.30,E-9 countries,Brazil,,,,,
7.30,E-9 countries,China,,,,,
7.30,E-9 countries,Egypt,,,,,
7.30,E-9 countries,India,,,,,
7.30,E-9 countries,Indonesia,,,,,
7.30,E-9 countries,Mexico,,,,,
7.30,E-9 countries,Nigeria,,,,,
7.30,E-9 countries,Pakistan,,,,,
7.30,Newly industrializing countries,Argentina,,,,,
7.30,Newly industrializing countries,Brazil,,,,,
7.30,Newly industrializing countries,Hong Kong,,,,,
7.30,Newly industrializing countries,Hong Kong China,,,,,
7.30,Newly industrializing countries,Korea R,,,,,
7.30,Newly industrializing countries,Malaysia,,,,,
7.30,Newly industrializing countries,Mexico,,,,,
7.30,Newly industrializing countries,Singapore,,,,,
7.30,Newly industrializing countries,Taiwan China,,,,,
7.30,Newly industrializing countries,Thailand,,,,,
7.30,OECD countries,Australia,,,,,
7.30,OECD countries,Austria,,,,,
7.30,OECD countries,Belgium,,,,,
7.30,OECD countries,Canada,,,,,
7.30,OECD countries,Czech Republic,,,,,
7.30,OECD countries,Denmark,,,,,
7.30,OECD countries,Finland,,,,,
7.30,OECD countries,France,,,,,
7.30,OECD countries,Germany,,,,,
7.30,OECD countries,Germany FR,,,,,
7.30,OECD countries,Greece,,,,,
7.30,OECD countries,Hungary,,,,,
7.30,OECD countries,Iceland,,,,,
7.30,OECD countries,Ireland,,,,,
7.30,OECD countries,Italy,,,,,
7.30,OECD countries,Japan,,,,,
7.30,OECD countries,Korea R,,,,,
7.30,OECD countries,Luxembourg,,,,,
7.30,OECD countries,Mexico,,,,,
7.30,OECD countries,Netherlands,,,,,
7.30,OECD countries,New Zealand,,,,,
7.30,OECD countries,Norway,,,,,
7.30,OECD countries,Poland,,,,,
7.30,OECD countries,Portugal,,,,,
7.30,OECD countries,Slovakia,,,,,
7.30,OECD countries,Spain,,,,,
7.30,OECD countries,Sweden,,,,,
7.30,OECD countries,Switzerland,,,,,
7.30,OECD countries,Türkiye,,,,,
7.30,OECD countries,UK,,,,,
7.30,OECD countries,USA,,,,,
7.30,OECD countries,USA,Hawaii,,,,
7.30,Small states,Small island developing States,,,,,
7.30,Small states,Small island developing States,American Samoa,,,,
7.30,Small states,Small island developing States,Anguilla,,,,
7.30,Small states,Small island developing States,Antigua and Barbuda,,,,
7.30,Small states,Small island developing States,Aruba,,,,
7.30,Small states,Small island developing States,Bahamas,,,,
7.30,Small states,Small island developing States,Bahrain,,,,
7.30,Small states,Small island developing States,Barbados,,,,
7.30,Small states,Small island developing States,Belize,,,,
7.30,Small states,Small island developing States,British Virgin Islands,,,,
7.30,Small states,Small island developing States,Cabo Verde,,,,
7.30,Small states,Small island developing States,Comoros,,,,
7.30,Small states,Small island developing States,Cook Islands,,,,
7.30,Small states,Small island developing States,Cuba,,,,
7.30,Small states,Small island developing States,Curaçao,,,,
7.30,Small states,Small island developing States,Dominica,,,,
7.30,Small states,Small island developing States,Dominican Republic,,,,
7.30,Small states,Small island developing States,Fiji,,,,
7.30,Small states,Small island developing States,French Polynesia,,,,
7.30,Small states,Small island developing States,Grenada,,,,
7.30,Small states,Small island developing States,Guam,,,,
7.30,Small states,Small island developing States,Guinea-Bissau,,,,
7.30,Small states,Small island developing States,Guyana,,,,
7.30,Small states,Small island developing States,Haiti,,,,
7.30,Small states,Small island developing States,Jamaica,,,,
7.30,Small states,Small island developing States,Kiribati,,,,
7.30,Small states,Small island developing States,Maldives,,,,
7.30,Small states,Small island developing States,Marshall Islands,,,,
7.30,Small states,Small island developing States,Mauritius,,,,
7.30,Small states,Small island developing States,Micronesia,,,,
7.30,Small states,Small island developing States,Montserrat,,,,
7.30,Small states,Small island developing States,Nauru,,,,
7.30,Small states,Small island developing States,Netherlands Antilles,,,,
7.30,Small states,Small island developing States,New Caledonia,,,,
7.30,Small states,Small island developing States,Niue,,,,
7.30,Small states,Small island developing States,Palau,,,,
7.30,Small states,Small island developing States,Papua New Guinea,,,,
7.30,Small states,Small island developing States,Puerto Rico,,,,
7.30,Small states,Small island developing States,Saint Kitts and Nevis,,,,
7.30,Small states,Small island developing States,Saint Lucia,,,,
7.30,Small states,Small island developing States,Saint Vincent and the Grenadines,,,,
7.30,Small states,Small island developing States,Samoa,,,,
7.30,Small states,Small island developing States,Sao Tome and Principe,,,,
7.30,Small states,Small island developing States,Seychelles,,,,
7.30,Small states,Small island developing States,Sint Maarten,,,,
7.30,Small states,Small island developing States,Solomon Islands,,,,
7.30,Small states,Small island developing States,Suriname,,,,
7.30,Small states,Small island developing States,Timor-Leste,,,,
7.30,Small states,Small island developing States,Tonga,,,,
7.30,Small states,Small island developing States,Trinidad and Tobago,,,,
7.30,Small states,Small island developing States,Tuvalu,,,,
7.30,Small states,Small island developing States,United States Virgin Islands,,,,
7.30,Small states,Small island developing States,Vanuatu,,,,
7.35,Amazonia,Bolivia,,,,,
7.35,Amazonia,Brazil,,,,,
7.35,Amazonia,Colombia,,,,,
7.35,Amazonia,Ecuador,,,,,
7.35,Amazonia,Guyana,,,,,
7.35,Amazonia,Peru,,,,,
7.35,Amazonia,Suriname,,,,,
7.35,Amazonia,Venezuela,,,,,
7.35,Andean countries,Bolivia,,,,,
7.35,Andean countries,Chile,,,,,
7.35,Andean countries,Colombia,,,,,
7.35,Andean countries,Ecuador,,,,,
7.35,Andean countries,Peru,,,,,
7.35,Andean countries,Venezuela,,,,,
7.35,Baltic States,Estonia,,,,,
7.35,Baltic States,Latvia,,,,,
7.35,Baltic States,Lithuania,,,,,
7.35,Horn of Africa,Djibouti,,,,,
7.35,Horn of Africa,Eritrea,,,,,
7.35,Horn of Africa,Ethiopia,,,,,
7.35,Horn of Africa,Kenya,,,,,
7.35,Horn of Africa,Somalia,,,,,
7.35,Horn of Africa,Sudan,,,,,
7.35,Indian Ocean Region,Comoros,,,,,
7.35,Indian Ocean Region,Madagascar,,,,,
7.35,Indian Ocean Region,Mauritius,,,,,
7.35,Indian Ocean Region,Reunion,,,,,
7.35,Indian Ocean Region,Seychelles,,,,,
7.35,Indian Ocean Region,Sri Lanka,,,,,
7.35,Indochina,Cambodia,,,,,
7.35,Indochina,Lao People's Democratic Republic,,,,,
7.35,Indochina,Viet Nam,,,,,
7.35,Maghreb,Algeria,,,,,
7.35,Maghreb,Libya,,,,,
7.35,Maghreb,Mauritania,,,,,
7.35,Maghreb,Morocco,,,,,
7.35,Maghreb,Tunisia,,,,,
7.35,Mediterranean countries,Albania,,,,,
7.35,Mediterranean countries,Algeria,,,,,
7.35,Mediterranean countries,Bosnia and Herzegovina,,,,,
7.35,Mediterranean countries,Croatia,,,,,
7.35,Mediterranean countries,Cyprus,,,,,
7.35,Mediterranean countries,Egypt,,,,,
